index,input_TL,output_han,output_TL,option
657,auue,後衛,hōo-uē,
658,auun,喉韻,âu-ūn,
659,auut,拗鬱,áu-ut,
660,auutjuah,漚鬱熱,àu-ut-jua̍h/àu-ut-lua̍h,
661,auutluah,漚鬱熱,àu-ut-jua̍h/àu-ut-lua̍h,
662,baa,尾暗仔,,
663,baa,明仔暗,bîn-á-àm,
664,baa,欲暗仔,beh-àm-á/bueh-àm-á,
665,baa,欲暗矣,,
666,baa,媌仔,bâ-á,
667,baa,猫仔,,
668,babtsh,面漚面臭,,
669,babuakng,貓霧仔光,bâ-bū-á-kng,
670,babui,峇微,bâ-bui,
671,babukng,貓霧光,bâ-bū-kng,
672,bah,米仔麩,bí-á-hu,
673,bah,蠓仔香,báng-á-hiunn,
674,bah,魩仔魚,but-á-hî/but-á-hû,
675,bahhia,肉魚仔,bah-hî-á/bah-hû-á,
676,bahhio,鴟鴞,bā-hio̍h,
677,bahhioh,鴟鴞,bā-hio̍h,
678,bahhu,肉拊,bah-hú,
679,bahhua,肉魚仔,bah-hî-á/bah-hû-á,
680,bahioh,鴟鴞,bā-hio̍h,
681,bahkam,肉感,bah-kám,
682,bahkea,肉雞仔,bah-ke-á/bah-kue-á,
683,bahkenn,肉羹,bah-kenn/bah-kinn,
684,bahkhaa,肉跤仔,bah-kha-á,
685,bahkian,肉卷,,
686,bahkiana,肉卷仔,,
687,bahkinn,肉羹,bah-kenn/bah-kinn,
688,bahkng,肉卷,,
689,bahkuann,肉乾,bah-kuann,
690,bahkuea,肉雞仔,bah-ke-á/bah-kue-á,
691,bahkuinn,肉卷,,
692,bahkut,肉骨,bah-kut,
693,bahliu,肉瘤,bah-liû,
694,bahlui,肉類,bah-luī,
695,bahpau,肉包,bah-pau,
696,bahphe,肉皮,bah-phuê/bah-phê,
697,bahphin,肉品,bah-phín,
698,bahphue,肉皮,bah-phuê/bah-phê,
699,bahpiann,肉餅,bah-piánn,
700,bahpiannbin,肉餅面,,
701,bahpoo,肉脯,bah-póo,
702,bahsi,肉絲,bah-si,
703,bahsik,肉色,bah-sik,
704,bahsinna,肉豉仔,bah-sīnn-á,
705,bahsoo,肉酥,bah-soo,
706,bahtau,肉豆,bah-tāu,
707,bahthe,肉體,bah-thé,
708,bahthue,肉體,bah-thé,
709,bahtiam,肉砧,bah-tiam,
710,bahtsang,肉粽,bah-tsàng,
711,bahtsangkak,肉粽角,bah-tsàng-kak,
712,bahtsangtseh,肉粽節,Bah-tsàng-tseh/Bah-tsàng-tsueh,
713,bahtsangtsueh,肉粽節,Bah-tsàng-tseh/Bah-tsàng-tsueh,
714,bahtsit,肉質,bah-tsit,
715,bahtsita,肉鯽仔,bah-tsit-á,
716,bahuan,肉圓,bah-uân,
717,bahuan,麻煩,mâ-huân,
718,bahuana,肉丸仔,bah-uân-á,
719,bahuang,痲瘋,,
720,bai,覕頷喓,,
721,baibeh,𥌚脈,,
722,baibi,䆀味,bái bī,
723,baihok,埋伏,bâi-ho̍k,
724,baikau,䆀猴,bái-kâu,
725,baikhe,眉溪,Bâi-khe,附錄
726,baimeh,𥌚脈,,附錄
727,baioh,麻藥,bâ-io̍h,
728,baitsai,䆀才,bái-tsâi,
729,baitsainn,䆀指,bái-tsáinn,
730,baitshiu,䆀手,bái-tshiú,
731,baitshiuakuai,䆀手仔拐,,
732,baiuan,埋怨,bâi-uàn,
733,baj,明仔日,bîn-á-ji̍t/bîn-á-li̍t,
734,bajitik,貓兒竹,bâ-jî-tik/bâ-lî-tik,
735,bak,母仔囝,bú-á-kiánn,
736,bak,尾仔囝,bué-á-kiánn/bé-á-kiánn,
737,bak,屘仔囝,,
738,bak,袂要緊,,
739,bak,麥仔膏,,
740,bak,無要緊,bô iàu-kín,
741,bakang,貓公,Bâ-kang,附錄
742,bakbai,目眉,ba̍k-bâi,
743,bakerea,覓雞仔,,
744,bakham,目蚶,ba̍k-ham,
745,bakhinn,墨硯,,
746,bakiu,目油,ba̍k-iû,
747,bakkaliu,目加溜,Ba̍k-ka-liu,附錄
748,bakkang,木工,ba̍k-kang,
749,bakkangtshiutshang,目降鬚聳,,
750,bakkautsiam,目狗尖,,
751,bakkautsiam,目狗針,ba̍k-káu-tsiam,
752,bakkhang,目空,ba̍k-khang,
753,bakkhoo,目箍,ba̍k-khoo,
754,bakkia,木屐,ba̍k-kia̍h,
755,bakkiah,木屐,ba̍k-kia̍h,
756,bakkiahliau,木屐寮,Ba̍k-kia̍h-liâu,附錄
757,bakkiann,目鏡,ba̍k-kiànn,
758,bakkiannjin,目鏡仁,ba̍k-kiànn-jîn/ba̍k-kiànn-lîn,
759,bakkiannlin,目鏡仁,ba̍k-kiànn-jîn/ba̍k-kiànn-lîn,
760,bakkianntsua,目鏡蛇,,
761,bakkng,目光,ba̍k-kng,
762,bakkuinn,目光,ba̍k-kng,
763,bakliau,木料,,
764,bakniha,目𥍉仔,ba̍k-nih-á,
765,baknihue,茉莉花,ba̍k-nī-hue,
766,bakpuann,墨盤,ba̍k-puânn,
767,baksa,木柵,,附錄
768,baksai,木師,,附錄
769,baksai,目屎,ba̍k-sái,
770,baksaiko,目屎膏,ba̍k-sái-ko,
771,baksaikor,目屎膏,ba̍k-sái-ko,
772,baksaitsiam,目屎尖,,
773,baksat,木蝨,ba̍k-sat,
774,baksik,目色,ba̍k-sik,
775,baktau,墨斗,ba̍k-táu,
776,bakte,目地,ba̍k-tē/ba̍k-tuē,
777,bakthau,目頭,ba̍k-thâu,
778,baktoo,腹肚,pak-tóo,
779,baktoobe,腹肚尾,pak-tóo-bué/pak-tóo-bé,
780,baktoobue,腹肚尾,pak-tóo-bué/pak-tóo-bé,
781,baktooiau,腹肚枵,pak-tóo-iau,
782,baktsat,墨賊,,
783,baktsata,墨賊仔,ba̍k-tsa̍t-á,
784,baktshionn,木匠,ba̍k-tshiūnn,
785,baktshiu,沐手,bak-tshiú,
786,baktshiunn,木匠,ba̍k-tshiūnn,
787,baktshiunnsai,木匠師,,
788,baktsiahmng,目睫毛,ba̍k-tsiah-mn̂g,
789,baktsiam,目尖,,
790,baktsiam,目針,ba̍k-tsiam,
791,baktsiap,墨汁,ba̍k-tsiap,
792,baktsiapmng,目睫毛,ba̍k-tsiah-mn̂g,
793,baktsing,目前,bo̍k-tsiân,
794,baktsiu,目睭,ba̍k-tsiu,
795,baktsiubongbu,目睭雺霧,,
796,baktsiuhue,目睭花,,
797,baktsiujin,目睭仁,ba̍k-tsiu-jîn/ba̍k-tsiu-lîn,
798,baktsiulin,目睭仁,ba̍k-tsiu-jîn/ba̍k-tsiu-lîn,
799,baktsiulo,目睭濁,,
800,baktsiumng,目睭毛,ba̍k-tsiu-mn̂g,
801,baktsiuphe,目睭皮,ba̍k-tsiu-phuê/ba̍k-tsiu-phê,
802,baktsiuphue,目睭皮,ba̍k-tsiu-phuê/ba̍k-tsiu-phê,
803,baktsui,沐水,bak tsuí,
804,baktsui,墨水,ba̍k-tsuí,
805,baktue,目地,ba̍k-tē/ba̍k-tuē,
806,bal,明仔日,bîn-á-ji̍t/bîn-á-li̍t,
807,bali,貓里,Bâ-lí,附錄
808,balitik,貓兒竹,bâ-jî-tik/bâ-lî-tik,
809,balitsikkhau,麻里折口,Bâ-lí-tsik-kháu,附錄
810,balokhe,貓羅溪,Bâu-lô-khe,附錄
811,bana,屘仔,ban-á,
812,banakann,屘仔囝,,
813,banakiann,屘仔囝,,
814,banban,萬萬,bān-bān,
815,banban,慢慢,,
816,banban,蠻蠻,Bân-bân,附錄
817,banbana,慢慢仔,bān-bān-á,
818,banbanasi,慢慢仔是,bān-bān-á-sī,
819,banbanhiong,萬巒鄉,Bān-bân-hiong,附錄
820,banbeh,挽脈,bán-me̍h,
821,banbin,挽面,bán-bīn,
822,banbuitsit,萬無一失,bān-bû-it-sit,
823,banbut,萬物,bān-bu̍t,
824,banga,網仔,bāng-á,
825,banga,蠓仔,báng-á,
826,bangahiunn,蠓仔香,báng-á-hiunn,
827,bangapoo,墓仔埔,bōng-á-poo,
828,bangatsui,蠓仔水,báng-á-tsuí,
829,bangbang,茫茫,,
830,banghik,網域,bāng-hi̍k,
831,bangiah,網頁,bāng-ia̍h,
832,bangik,網域,bāng-hi̍k,
833,bangiu,網友,bāng-iú,
834,bangkah,萬華,Bān-huâ,附錄
835,bangkah,艋舺,Báng-kah,附錄
836,bangkaiatshang,望蓋仔蔥,,附錄
837,bangking,夢境,bāng-kíng,
838,bangkinn,夢見,bāng-kìnn,
839,bangkiu,網球,bāng-kiû,
840,bangkoo,望古,Bāng-kóo,附錄
841,bangloo,網路,bāng-lōo,
842,bangsut,蚊蟀,Báng-sut,附錄
843,bangsuta,蠓捽仔,báng-sut-á,
844,bangta,蠓罩,báng-tà,
845,bangtau,蠓罩,báng-tà,
846,bangthang,蠓蟲,báng-thâng,
847,bangting,夢中,bāng-tiong,
848,bangtiong,夢中,bāng-tiong,
849,bangtiunn,蠓帳,,
850,bangtsam,網站,bāng-tsām,
851,bangtse,網際,bāng-tsè,
852,bangtsebangloo,網際網路,bāng-tsè-bāng-lōo,
853,bangtshau,芒草,,
854,bangtsi,網址,bāng-tsí,
855,banguann,網鞍,Bāng-uann,附錄
856,banguannhiong,望安鄉,Bāng-uann-hiong,附錄
857,banhang,萬項,bān-hāng,
858,banhe,挽回,bán-huê/bán-hê,
859,banhe,慢火,bān-hué/bān-hé,
860,banhing,萬幸,bān-hīng,
861,banhokiong,萬和宮,Bān-hô-kiong,附錄
862,banhongpenninn,萬芳醫院,Bān-hong Pēnn-īnn/Bān-hong Pīnn-īnn,附錄
863,banhongpinninn,萬芳醫院,Bān-hong Pēnn-īnn/Bān-hong Pīnn-īnn,附錄
864,banhongsiakhu,萬芳社區,Bān-hong Siā-khu,附錄
865,banhua,萬華,Bān-huâ,附錄
866,banhuakhu,萬華區,Bān-huâ-khu,附錄
867,banhue,挽回,bán-huê/bán-hê,
868,banhue,挽花,bán hue,
869,banhue,慢火,bān-hué/bān-hé,
870,banhun,慢分,,
871,baning,萬榮,Bān-îng,附錄
872,baninghiong,萬榮鄉,Bān-îng-hiong,附錄
873,banit,萬一,bān-it,
874,baniu,漫遊,bān-iû,
875,bankiann,屘囝,ban-kiánn,
876,bankiann,慢行,bān-kiânn,
877,bankin,挽筋,,
878,bankiu,挽救,bán-kiù,
879,banlianpit,萬年筆,bān-liân-pit,
880,banlihiong,萬里鄉,,
881,banlikhe,萬里溪,Bān-lí-khe,附錄
882,banlikio,萬里橋,Bān-lí-kiô,附錄
883,banling,萬能,bān-lîng,
884,banliong,萬隆,Bān-liông,附錄
885,banluanhiong,萬巒鄉,Bān-bân-hiong,附錄
886,banmeh,挽脈,bán-me̍h,
887,banphe,蠻皮,,
888,banphesian,蠻皮癬,bân-phuê-sián/bân-phê-sián,
889,banphue,蠻皮,,
890,banphuesian,蠻皮癬,bân-phuê-sián/bân-phê-sián,
891,banpoo,漫步,,
892,banpuan,萬般,bān-puann,
893,banpuann,萬般,bān-puann,
894,banputtiki,萬不得已,bān-put-tik-í,
895,banse,萬世,bān-sè,
896,bansing,慢性,bān-sìng,
897,bansiria,萬事爺,,
898,bansu,萬事,bān-sū,
899,bantai,萬代,bān-tāi,
900,bantam,漫談,bān-tâm,
901,bantang,慢冬,bān-tang,
902,bantanhiong,萬丹鄉,Bān-tan-hiong,附錄
903,bante,挽茶,bán tê,
904,banthau,饅頭,bán-thô,
905,bantho,饅頭,bán-thô,
906,banthor,饅頭,bán-thô,
907,bantshau,挽草,bán tsháu,
908,bantshia,慢車,bān-tshia,
909,bantshiann,慢且,bān-tshiánn,
910,bantshiannsi,慢且是,bān-tshiánn-sī,
911,bantshuikhi,挽喙齒,bán tshuì-khí,
912,bantsuan,萬全,bān-tsuân,
913,bap,墓仔埔,bōng-á-poo,
914,bapi,麻痺,bâ-pì,
915,bas,袂按算,bē àn-sǹg/buē àn-sǹg,
916,bas,篾仔扇,,
917,basia,麻射,bâ-siā,
918,basu,巴士,,
919,bat,麥仔茶,be̍h-á-tê,
920,batbat,密密,ba̍t-ba̍t,
921,bathauloo,覓頭路,,
922,bathe,捌貨,bat-huè/bat-hè,
923,bathue,捌貨,bat-huè/bat-hè,
924,batji,捌字,bat-jī/bat-lī,
925,batli,捌字,bat-jī/bat-lī,
926,bats,明仔載,bîn-á-tsài,
927,bats,麥仔酒,be̍h-á-tsiú,
928,bats,蠓仔水,báng-á-tsuí,
929,batshiok,麻雀,muâ-tshiok,
930,batshiokjia,麻雀子仔,muâ-tshiok-jí-á/muâ-tshiok-lí-á,
931,batshioklia,麻雀子仔,muâ-tshiok-jí-á/muâ-tshiok-lí-á,
932,batsiunn,捌想,bat-siūnn,
933,batskh,明仔早起,bîn-á-tsá-khí,
934,batsui,麻醉,bâ-tsuì,
935,battaitsi,捌代誌,,
936,battoo,腹肚,pak-tóo,
937,battsat,密實,ba̍t-tsa̍t,
938,battsiuhtsiuh,密喌喌,ba̍t-tsiuh-tsiuh,
939,bauhkang,貿工,bāu-kang,
940,bauhthau,貿頭,bāu-thâu,
941,baukang,貿工,bāu-kang,
942,baulokhe,貓羅溪,Bâu-lô-khe,附錄
943,baumi,㴘麵,bāu mī,
944,baunasio,拉圇仔燒,la-lun-á-sio,
945,bausiah,卯死矣,báu--sí--ah,
946,bauthau,貿頭,bāu-thâu,
947,bb,𥌚脈,,
948,bba,面模仔,bīn-bôo-á,
949,bba,微微仔,bî-bî-á,
950,bba,慢慢仔,bān-bān-á,
951,bbak,貓霧仔光,bâ-bū-á-kng,
952,bbas,慢慢仔是,bān-bān-á-sī,
953,bbatsh,文文仔笑,bûn-bûn-á-tshiò,
954,bbb,文武廟,Bûn-bú-biō,附錄
955,bbbk,無某無猴,bô-bóo-bô-kâu,
956,bbh,無尾巷,bô-bué-hāng/bô-bé-hāng,
957,bbh,無尾熊,bô-bué-hîm/bô-bé-hîm,
958,bbh,萬巒鄉,Bān-bân-hiong,附錄
959,bbis,萬無一失,bān-bû-it-sit,
960,bbj,未亡人,bī-bông-jîn/bī-bông-lîn,
961,bbk,麥芽膏,be̍h-gê-ko,
962,bbk,貓霧光,bâ-bū-kng,
963,bbkb,莫名其妙,bo̍k-bîng-kî-miāu,
964,bbkm,莫名其妙,bo̍k-bîng-kî-miāu,
965,bbl,未亡人,bī-bông-jîn/bī-bông-lîn,
966,bbl,摸無路,bong-bô-lōo,
967,bbs,沐沐泅,bo̍k-bo̍k-siû,
968,bbsts,美夢成真,,
969,bea,尾仔,,
970,bea,馬仔,bé-á,
971,beakiann,尾仔囝,bué-á-kiánn/bé-á-kiánn,
972,beako,麥仔膏,,
973,beansng,袂按算,bē àn-sǹg/buē àn-sǹg,
974,beatsiu,麥仔酒,be̍h-á-tsiú,
975,beau,尾後,bué-āu/bé-āu,
976,bebai,袂䆀,bē-bái/buē-bái,
977,bebe,買賣,bé-bē/bué-buē,
978,bebin,馬面,bé-bīn,
979,bege,尾牙,bué-gê/bé-gê,
980,begeko,麥芽膏,be̍h-gê-ko,
981,beha,麥仔,be̍h-á,
982,beha,襪仔,bue̍h-á,
983,behah,袂合,bē ha̍h/buē ha̍h,
984,behama,欲暗仔,beh-àm-á/bueh-àm-á,
985,behamah,欲暗矣,,
986,behate,麥仔茶,be̍h-á-tê,
987,behatsiu,麥仔酒,be̍h-á-tsiú,
988,behbeko,麥芽膏,be̍h-gê-ko,
989,behge,麥芽,,
990,behgeko,麥芽膏,be̍h-gê-ko,
991,behgekor,麥芽膏,be̍h-gê-ko,
992,behgethng,麥芽糖,be̍h-gê-thn̂g,
993,behi,馬戲,bé-hì,
994,behiang,袂曉,bē-hiáu/buē-hiáu,
995,behiau,袂曉,bē-hiáu/buē-hiáu,
996,behik,迷惑,bê-hi̍k,
997,behleko,麥芽膏,be̍h-gê-ko,
998,behliauhiong,麥寮鄉,Be̍h-liâu-hiong,附錄
999,behni,欲呢,beh-nî/bueh-nî,
1000,beho,袂和,bē-hô/buē-hô,
1001,behphinn,麥片,be̍h-phìnn,
1002,behsibehuah,欲死欲活,beh-sí-beh-ua̍h/bueh-sí-bueh-ua̍h,
1003,behtsai,欲知,beh-tsai/bueh-tsai,
1004,behu,袂赴,bē-hù/buē-hù,
1005,beiah,尾蝶,bué-ia̍h/bé-ia̍h,
1006,beiaukin,袂要緊,,
1007,beinge,袂用的,,
1008,beingeh,袂用得,bē-īng-tit/buē-īng-tit,
1009,beinglit,袂用得,bē-īng-tit/buē-īng-tit,
1010,beingtit,袂用得,bē-īng-tit/buē-īng-tit,
1011,beingtsit,袂用得,bē-īng-tit/buē-īng-tit,
1012,bejip,買入,,
1013,beka,馬鮫,bé-ka,
1014,bekhameh,袂堪得,bē-kham-tit/buē-kham-tit,
1015,bekhamlit,袂堪得,bē-kham-tit/buē-kham-tit,
1016,bekhamtit,袂堪得,bē-kham-tit/buē-kham-tit,
1017,bekhamtsit,袂堪得,bē-kham-tit/buē-kham-tit,
1018,bekhitau,馬齒豆,bé-khí-tāu,
1019,bekiansiau,袂見笑,bē-kiàn-siàu/buē-kiàn-siàu,
1020,bekieh,袂記得,bē-kì-tit/buē-kì-tit,
1021,bekilit,袂記得,bē-kì-tit/buē-kì-tit,
1022,bekiong,迷宮,bê-kiong,
1023,bekitit,袂記得,bē-kì-tit/buē-kì-tit,
1024,bekitsit,袂記得,bē-kì-tit/buē-kì-tit,
1025,bekongeh,袂講得,bē-kóng-tit/buē-kóng-tit,
1026,bekonglit,袂講得,bē-kóng-tit/buē-kóng-tit,
1027,bekongtit,袂講得,bē-kóng-tit/buē-kóng-tit,
1028,bekongtsit,袂講得,bē-kóng-tit/buē-kóng-tit,
1029,bekua,馬褂,bé-kuà,
1030,belang,迷人,bê-lâng,
1031,belat,馬力,bé-la̍t,
1032,belingtsi,馬鈴薯,má-lîng-tsî/má-lîng-tsû,
1033,belingtsir,馬鈴薯,má-lîng-tsî/má-lîng-tsû,
1034,belitsainn,尾二指,bué-jī-tsáinn/bé-lī-tsáinn,
1035,beliu,尾溜,bué-liu/bé-liu,
1036,belo,瑪瑙,bé-ló,
1037,beloo,迷路,,
1038,beloo,馬路,bé-lōo,
1039,beluan,迷亂,bê-luān,
1040,beluan,迷戀,bê-luân,
1041,bemia,買命,bé-miā/bué-miā,
1042,bemia,賣命,bē-miā/buē-miā,
1043,beniuha,尾抅仔,,
1044,bepangtshia,尾幫車,bué-pang-tshia/bé-pang-tshia,
1045,bephainn,袂歹,bē pháinn/buē pháinn,
1046,bephio,買票,bé-phiò/bué-phiò,
1047,bephit,馬匹,,
1048,bepinn,馬鞭,bé-pinn,
1049,bepng,糜飯,muê-pn̄g/bê-pn̄g,
1050,bera,襪仔,bue̍h-á,
1051,berama,尾暗仔,,
1052,berha,襪仔,bue̍h-á,
1053,berhama,欲暗仔,beh-àm-á/bueh-àm-á,
1054,berhamah,欲暗矣,,
1055,beriah,尾蝶,bué-ia̍h/bé-ia̍h,
1056,berkiann,尾囝,,
1057,bersai,妹婿,muē-sài/bē-sài,
1058,bertsaia,尾指仔,,
1059,bertsainn,尾指,bué-tsáinn/bé-tsáinn,
1060,bertshiu,尾手,bué-tshiú/bé-tshiú,
1061,bertsuinn,尾指,bué-tsáinn/bé-tsáinn,
1062,besai,妹婿,muē-sài/bē-sài,
1063,besai,袂使,,
1064,besaih,袂使,,
1065,besaiheh,袂使得,bē-sái-tit/buē-sái-tit,
1066,besaihlit,袂使得,bē-sái-tit/buē-sái-tit,
1067,besaihtsit,袂使得,bē-sái-tit/buē-sái-tit,
1068,besaitit,袂使得,bē-sái-tit/buē-sái-tit,
1069,besiann,尾聲,bué-siann/bé-siann,
1070,besin,迷信,bê-sìn,
1071,besin,賣身,bē-sin/buē-sin,
1072,besit,迷失,bê-sit,
1073,besiu,買收,bé-siu/bué-siu,
1074,besiusuann,袂收山,bē-siu-suann/buē-siu-suann,
1075,besu,袂輸,,
1076,besu,迷思,bê-su,
1077,besukong,袂輸講,bē-su-kóng/buē-su-kóng,
1078,betang,袂當,bē-tàng/buē-tàng,
1079,betangkut,尾胴骨,bué-tâng-kut/bé-tâng-kut,
1080,bethang,馬桶,bé-tháng,
1081,bethau,馬頭,bé-thâu,
1082,bethau,碼頭,bé-thâu,
1083,betiau,賣掉,bē-tiāu/buē-tiāu,
1084,betionn,賣場,bē-tiûnn/buē-tiûnn,
1085,betit,袂直,bē-ti̍t/buē-ti̍t,
1086,betitkue,袂得過,bē-tit kuè/buē-tit kè,
1087,betitthang,袂得通,bē-tit-thang/buē-tit-thang,
1088,betiunn,賣場,bē-tiûnn/buē-tiûnn,
1089,betsainn,尾指,bué-tsáinn/bé-tsáinn,
1090,betshia,馬車,bé-tshia,
1091,betshiu,尾手,bué-tshiú/bé-tshiú,
1092,betshuntshia,袂伸捙,bē-tshun-tshia/buē-tshun-tshia,
1093,betshut,賣出,bē-tshut/buē-tshut,
1094,betsi,馬薺,bé-tsî,
1095,betsiahbekhun,袂食袂睏,bē-tsia̍h-bē-khùn/buē-tsia̍h-buē-khùn,
1096,betsin,買進,bé-tsìn/bué-tsìn,
1097,betsing,未曾,,
1098,betsingbe,未曾未,buē-tsîng-buē/bē-tsîng-bē,
1099,betsu,買主,bé-tsú/bué-tsú,
1100,betsui,尾脽,bué-tsui/bé-tsui,
1101,beuann,馬鞍,bé-uann,
1102,bgg,無疑悟,bô-gî-ngōo,
1103,bgk,望眼鏡,,
1104,bgk,麥芽膏,be̍h-gê-ko,
1105,bgk,無偌久,bô-guā-kú,
1106,bgn,無議量,bô-gī-niū,
1107,bgng,無疑悟,bô-gî-ngōo,
1108,bgt,無礙著,bô-gāi-tio̍h,
1109,bgth,麥芽糖,be̍h-gê-thn̂g,
1110,bha,肉魚仔,bah-hî-á/bah-hû-á,
1111,bhbth,無法無天,bû-huat-bû-thian,
1112,bhh,民雄鄉,Bîn-hiông-hiong,附錄
1113,bhh,霧峰鄉,,附錄
1114,bhi,無法伊,bô-huat--i,
1115,bhk,文化界,,
1116,bhk,文學家,,
1117,bhk,民航局,bîn-hâng-kio̍k,
1118,bhk,萬和宮,Bān-hô-kiong,附錄
1119,bhkh,萬華區,Bān-huâ-khu,附錄
1120,bhl,無下落,bô-hē-lo̍h,
1121,bhpi,萬芳醫院,Bān-hong Pēnn-īnn/Bān-hong Pīnn-īnn,附錄
1122,bhskh,萬芳社區,Bān-hong Siā-khu,附錄
1123,bht,無法度,bô-huat-tōo,
1124,bhth,文化大學,,
1125,bhts,文化中心,Bûn-huà Tiong-sim,附錄
1126,bhtsh,米粉炒,bí-hún-tshá,
1127,bhtss,滿漢全席,buán-hàn-tsuân-si̍k,
1128,bia,尾蝶仔,,
1129,biahu,米仔麩,bí-á-hu,
1130,biang,米甕,bí-àng,
1131,bianhi,鮸魚,bián-hî/bián-hû,
1132,bianhu,鮸魚,bián-hî/bián-hû,
1133,bianhue,面會,biān-huē,
1134,bianhui,免費,bián-huì,
1135,bianian,綿延,biân-iân,
1136,bianik,免疫,bián-i̍k,
1137,bianiklik,免疫力,bián-i̍k-li̍k,
1138,biankiann,免驚,bián-kiann,
1139,biankiong,勉強,bián-kióng,
1140,bianle,勉勵,bián-lē,
1141,bianlim,面臨,biān-lîm,
1142,bianputliau,免不了,bián-put-liáu,
1143,bianse,免稅,bián-suè/bián-sè,
1144,biansiausiunn,免數想,bián siàu-siūnn,
1145,biansue,免稅,bián-suè/bián-sè,
1146,biantam,面談,biān-tâm,
1147,biantshi,面試,biān-tshì,
1148,biantsinnpng,免錢飯,bián-tsînn-pn̄g,
1149,biantu,免除,bián-tû,
1150,biantui,面對,bīn-tuì,
1151,biatbong,滅亡,bia̍t-bông,
1152,biauhng,妙方,miāu-hng,
1153,biauhue,描繪,biâu-huē,
1154,biaulik,苗栗,Biâu-li̍k,附錄
1155,biaulikkuan,苗栗縣,Biâu-li̍k-kuān,附錄
1156,biauliktshi,苗栗市,Biâu-li̍k-tshī,附錄
1157,biausi,藐視,biáu-sī,
1158,biausia,描寫,biô-siá,
1159,biausut,描述,biâu-su̍t,
1160,bibang,美夢,bí-bāng,
1161,bibangsingtsin,美夢成真,,
1162,bibi,咪咪,,
1163,bibia,微微仔,bî-bî-á,
1164,bibian,未免,bī-bián,
1165,bibiau,美妙,bí-miāu,
1166,bibiau,微妙,bî-miāu,
1167,bibk,面憂面結,bīn-iu-bīn-kat,
1168,bibk,無要無緊,bô-iàu-bô-kín,
1169,bibongjin,未亡人,bī-bông-jîn/bī-bông-lîn,
1170,bibonglin,未亡人,bī-bông-jîn/bī-bông-lîn,
1171,bibs,無意無思,bô-ì-bô-sù,
1172,bibts,無影無跡,bô-iánn-bô-tsiah,
1173,bibu,無依無倚,bô-i-bô-uá,
1174,bibuan,美滿,bí-buán,
1175,bie,袂用的,,
1176,bie,袂用得,bē-īng-tit/buē-īng-tit,
1177,bih,民營化,bîn-îng-huà,
1178,bih,萬榮鄉,Bān-îng-hiong,附錄
1179,biha,篾仔,bi̍h-á,
1180,bihak,美學,bí-ha̍k,
1181,bihamiaunn,覕頷喓,,
1182,bihasinn,篾仔扇,,
1183,bihhoo,覕雨,bih-hōo,
1184,bihkhilai,覕起來,,
1185,biho,美好,bí-hó,
1186,bihong,美方,Bí-hong,
1187,bihong,微風,,
1188,bihor,美好,bí-hó,
1189,bihsinaa,篾絲籃仔,,
1190,bihsiortshue,覕相揣,bih-sio-tshuē/bih-sio-tshē,
1191,bihsiotshe,覕相揣,bih-sio-tshuē/bih-sio-tshē,
1192,bihsiotshue,覕相揣,bih-sio-tshuē/bih-sio-tshē,
1193,bihtshioh,篾蓆,bi̍h-tshio̍h,
1194,bihtshui,覕喙,bih-tshuì,
1195,bihua,美化,bí-huà,
1196,bihueh,米血,,
1197,bihun,未婚,bī-hun,
1198,bihun,米粉,bí-hún,
1199,bihuntsha,米粉炒,bí-hún-tshá,
1200,biiong,美容,bí-iông,
1201,bijin,美人,bí-jîn/bí-lîn,
1202,bijiok,微弱,bî-jio̍k/bî-lio̍k,
1203,bik,袂要緊,,
1204,bik,無要緊,bô iàu-kín,
1205,bik,賣搖鼓,,
1206,bika,米絞,bí-ká,
1207,bikak,味覺,bī-kak,
1208,bikam,美感,bí-kám,
1209,bikang,美工,bí-kang,
1210,bike,米價,bí-kè,
1211,bike,賣搖鼓的,,
1212,bikh,牧羊犬,,
1213,bikhng,米糠,bí-khng,
1214,bikim,美金,Bí-kim,
1215,biking,米間,bí-king,
1216,biking,美景,bí-kíng,
1217,biko,米糕,bí-ko,
1218,bikobe,米糕糜,bí-ko-muê/bí-ko-bê,
1219,bikok,美國,,
1220,bikomuai,米糕糜,bí-ko-muê/bí-ko-bê,
1221,bikomue,米糕糜,bí-ko-muê/bí-ko-bê,
1222,bikor,米糕,bí-ko,
1223,bikosiunn,米糕𣻸,bí-ko-siûnn,
1224,biku,米龜,bí-ku,
1225,bikuan,美觀,bí-kuan,
1226,bikui,美規,Bí-kui,
1227,bikun,美軍,Bí-kun,
1228,bil,免疫力,bián-i̍k-li̍k,
1229,bil,袂用得,bē-īng-tit/buē-īng-tit,
1230,bilai,未來,bī-lâi,
1231,bilat,瘰癧,,
1232,bilau,米粩,bí-láu,
1233,bile,美麗,bí-lē,
1234,bileto,美麗島,Bí-lē-tó,附錄
1235,bili,美女,bí-lú/bí-lí,
1236,bilik,魅力,bī-li̍k,
1237,bilin,美人,bí-jîn/bí-lîn,
1238,biling,米奶,bí-ling/bí-ni,
1239,biliok,微弱,bî-jio̍k/bî-lio̍k,
1240,bilir,美女,bí-lú/bí-lí,
1241,bilo,美勞,,
1242,bilohiong,彌陀鄉,,
1243,bilokang,彌陀港,Bî-lô-káng,附錄
1244,bilong,彌濃,Bî-long,附錄
1245,bilongkhe,美濃溪,Bi-long-khe,附錄
